"question","answer"
"Qui est responsable de la création du document dans le système QUALIPRO ?","Le superviseur est responsable de la création effective du document dans le logiciel QUALIPRO."
"Qui valide le contenu du document avant sa vérification ?","Le rédacteur est celui qui valide le contenu du document qu'il a proposé."
"Qui est en charge de la vérification formelle du document ?","Le vérificateur est la personne désignée pour vérifier la conformité et la cohérence du document."
"Qui donne l'approbation finale pour un document ?","L'approbateur est la personne qui donne l'approbation finale avant la mise en vigueur du document."
"Qui s'occupe de la mise en vigueur et de la diffusion du document approuvé ?","Le superviseur est chargé de mettre en vigueur le document et de le diffuser aux personnes et services concernés."
"Que doit faire le vérificateur s'il refuse un document ?","S'il refuse le document, le vérificateur doit saisir un commentaire dans 'Message au Superviseur', peut joindre des pièces jointes, et doit cliquer sur 'Correction'."
"Que doit faire le vérificateur s'il accepte un document ?","S'il accepte le document, le vérificateur clique sur 'Approbateur' pour le transmettre à l'étape suivante, avec la possibilité d'ajouter un commentaire."
"Où un vérificateur peut-il trouver les documents en attente de sa validation ?","Les documents à vérifier sont accessibles depuis l'agenda, dans la section 'Documents\Documents à vérifier'."
"Que doit faire l'approbateur s'il refuse un document ?","En cas de refus, l'approbateur doit saisir son commentaire, peut joindre des pièces, puis cliquer sur 'Correction', ce qui renvoie le document au superviseur."
"Que fait l'approbateur lorsqu'il accepte un document ?","S'il accepte le document, l'approbateur clique sur 'Envoi diffusion' pour le transmettre au superviseur qui se chargera de sa diffusion."
"Quels types de non-conformités le module PNC gère-t-il ?","Le module PNC (Produit Non Conforme) gère les non-conformités relatives aux produits et aux prestations."
"Combien d'étapes principales comporte le processus de gestion d'une PNC ?","Le processus PNC comporte 6 étapes principales : Enregistrement, Validation, Décision, Investigation (si nécessaire), Traitement, Suivi/Clôture et Approbation finale."
"Qui est responsable de décider du traitement d'une non-conformité (NC) ?","Le décideur désigné pour le site et le processus concernés est responsable de la décision de traitement de la NC."
"Dans quel cas une investigation est-elle lancée pour une non-conformité ?","Une investigation est lancée lorsque le décideur estime avoir besoin de plus d'informations pour prendre une décision de traitement éclairée."
"Que doit faire le décideur pour lancer une investigation ?","Il doit cocher la case 'nécessité d'investigation', spécifier l'objet, et affecter un responsable d'investigation ainsi qu'un responsable de validation de l'investigation."
"Quels sont les deux principaux types de traitement pour une non-conformité ?","Les deux principaux types de traitement sont la 'Dérogation' et la 'Correction'."
"Qui est chargé de valider la décision de traitement d'une non-conformité ?","Le responsable de validation de la décision, désigné pour le site et le processus concernés, valide la décision."
"Où peut-on trouver les décisions de traitement en attente de validation ?","Elles se trouvent dans l'agenda, sous 'Non Conformités\Décision(s) de traitement à valider'."
"Quelle est la procédure pour valider une décision de traitement ?","Il faut accéder à l'alerte, sélectionner la NC, aller à la section 'Décision', puis cliquer sur 'valider la décision' ou 'refuser la décision'."
"Que se passe-t-il si une décision de traitement est refusée ?","En cas de refus, un motif doit être saisi, et la NC est retournée au responsable de la décision pour modification."
"Qu'arrive-t-il après la validation d'une décision de traitement ?","Une fois la décision validée, la non-conformité passe à l'étape de traitement et est assignée au responsable du traitement."
"Qui est en charge de la clôture d'une non-conformité ?","Le responsable de suivi est la personne qui procède à la clôture de la non-conformité."
"Quand le responsable de suivi est-il notifié pour une action ?","Le responsable de suivi est alerté par un message 'Non-conformité à suivre' dès que l'étape de traitement est achevée."
"Comment clôturer une non-conformité dans QUALIPRO ?","Pour clôturer une NC, il faut aller dans 'Agenda\Non Conformités\Non-conformité à suivre', sélectionner la NC, choisir 'Traitement PNC clôturé', indiquer la date et le rapport de clôture, puis valider."
"Quelle est la fonction du module Réunion dans QUALIPRO ?","Le module Réunion permet de planifier les réunions et de suivre en temps réel l'état d'avancement des actions issues des décisions prises."
"Comment peut-on visualiser un rapport de réunion spécifique ?","Pour visualiser un rapport, il faut aller dans le module 'Réunion', cliquer sur 'Réunion', utiliser les critères de recherche, puis cliquer sur le numéro de la réunion souhaitée."
"Comment afficher le contenu détaillé d'un rapport de réunion ?","Il suffit de cliquer sur le bouton 'Aperçu' pour visualiser le rapport de réunion complet."
"Quelles informations contient un procès-verbal (PV) de réunion ?","Un PV de réunion contient le numéro de la réunion, le taux de réalisation et d'efficacité des actions, les détails de l'enregistrement, et les décisions qui ont été prises."
"Est-il possible de filtrer la liste des réunions ?","Oui, les réunions peuvent être filtrées par numéro, date de réalisation, état, type, date prévue, site ou processus."
"Quels sont les différents types de réunions que l'on peut planifier ?","Les types de réunions possibles incluent : Revue de Processus, Revue de Direction, Département, TEAMS, et COMMODITE."
"Quels sont les états possibles pour une réunion dans QUALIPRO ?","Une réunion peut avoir deux états : 'Réalisée' ou 'Non encore réalisée'."
"Peut-on exporter la liste des réunions enregistrées ?","Oui, un bouton 'Exporter' est disponible pour extraire la liste des réunions."
"Est-il possible de dupliquer une réunion existante ?","Oui, une fonction 'Dupliquer' permet de copier une réunion existante pour en créer une nouvelle rapidement."
"Quelle est l'utilité du module Indicateur de QUALIPRO ?","Le module Indicateur permet de créer, suivre, mettre à jour et clôturer les indicateurs de performance (KPI) de l'organisation."
"Qui est généralement responsable de la création des indicateurs dans QUALIPRO ?","Le service qualité est généralement responsable de la création des nouveaux indicateurs."
"Qui est chargé de sélectionner le responsable du suivi d'un indicateur ?","Le Service qualité est chargé de sélectionner le responsable du suivi de l'indicateur."
"Qui a la responsabilité de suivre un indicateur ?","Le responsable de suivi désigné est celui qui suit l'indicateur."
"Qui est responsable de la mise à jour des données d'un indicateur ?","Le Service qualité est responsable de la mise à jour des données de l'indicateur."
"Qui procède à la clôture d'un indicateur ?","Le Service qualité est celui qui clôture l'indicateur une fois sa période de suivi terminée."
"Comment peut-on visualiser les détails d'un indicateur spécifique ?","Pour visualiser un indicateur, il faut saisir les critères de recherche, cliquer sur 'Rechercher', puis cliquer sur le numéro de l'indicateur souhaité."
"Comment afficher la fiche de synthèse d'un indicateur ?","Pour afficher la fiche, il faut cliquer sur 'Aperçu', choisir la période et le type de graphique (courbe ou histogramme), puis valider."
"Quels sont les types de graphiques disponibles pour visualiser les indicateurs ?","Les types de graphiques disponibles sont la courbe et l'histogramme."
"Est-il possible de filtrer la liste des indicateurs ?","Oui, il est possible de filtrer les indicateurs par numéro, date de début, date de fin, processus, libellé, périodicité ou responsable."
"Quels sont les différents statuts qu'un indicateur peut avoir ?","Un indicateur peut avoir les statuts suivants : Non Atteint, Atteint, Non Suivi, Suivi, Tous, Non clôturés, ou Clôturés."
"Que signifie le chiffre de 54% affiché sur le tableau de bord ?","Le chiffre de 54% sur le tableau de bord représente le taux d'indicateurs qui ont atteint leur objectif."
"Que représente le nombre 8 affiché sur le tableau de bord ?","Le nombre 8 sur le tableau de bord indique qu'il y a huit audits prévus."
"Quelle est la finalité du module Risque de QUALIPRO ?","Le module Risque est conçu pour permettre la gestion des risques et des opportunités au sein de l'organisation."
"Combien d'étapes le processus de gestion des risques comporte-t-il ?","Le processus de gestion des risques se déroule en 7 étapes : Enregistrement, Réception et Évaluation Brute, Décision, Plan d'Action, Évaluation Résiduelle, et Suivi/Clôture."
"Qui est habilité à enregistrer un nouveau risque dans le système ?","L'équipe Qualité est responsable de l'enregistrement initial des risques."
"Qui est chargé d'évaluer le risque brut, c'est-à-dire avant traitement ?","Le Responsable du Risque est chargé d'effectuer l'évaluation brute du risque."
"Qui prend la décision concernant le traitement à appliquer à un risque ?","Le Responsable du Risque est celui qui prend la décision sur la manière de traiter le risque."
"Qui est responsable de la mise en place du plan d'action pour un risque identifié ?","Le Responsable du Risque est en charge de mettre en place le plan d'action correspondant."
"Qui réalise l'évaluation résiduelle d'un risque après la mise en place des actions ?","L'équipe Qualité effectue l'évaluation résiduelle du risque."
"Qui assure le suivi et la clôture des fiches de risque ?","L'équipe Qualité est responsable d'assurer le suivi et la clôture des risques."
"Comment peut-on accéder au bilan des risques dans QUALIPRO ?","Pour visualiser le bilan, il faut se rendre dans 'Reporting', puis 'Risques', et enfin 'Bilan des Risques et opportunités'."
"Quelles informations trouve-t-on dans le bilan des risques ?","Le bilan des risques contient le numéro, l'objectif, l'objet d'incertitude, le site, l'activité, la source/cause, l'événement/contexte, l'enjeu/conséquence, le score et les plans d'actions."
